Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5),percentage
216,Course_216,Design,90,2143,9.431.409.532.387.090,edX,19.635.072.736.548.500,4.100.871.573.262.510,"0,00%"
217,Course_217,Finance,88,597,681.346.888.921.009,edX,14.839.046.578.095.500,33.207.706.247.509.400,"0,00%"
218,Course_218,Marketing,35,1180,7.470.217.833.304.540,LinkedIn Learning,6.347.283.840.726.600,4.113.846.650.075.450,"0,00%"
219,Course_219,Office Tools,43,4685,677.050.290.664.887,LinkedIn Learning,11.694.988.223.260.200,38.298.524.336.485.800,"0,00%"
220,Course_220,Programming,80,2334,894.508.258.898.908,edX,19.915.763.816.733.900,4.486.461.877.701.540,"0,00%"
221,Course_221,Data Science,21,1578,9.656.474.859.004.160,Coursera,752.545.160.121.922,4.429.201.114.211.270,"0,00%"
222,Course_222,Design,60,1758,8.576.305.146.631.180,edX,6.814.490.513.996.730,420.129.383.174.509,"0,00%"
223,Course_223,Design,49,1047,8.776.866.232.180.120,Udemy,10.954.574.826.163.300,30.465.179.012.476.900,"0,00%"
224,Course_224,Programming,52,3448,7.939.083.266.878.020,Coursera,4.670.857.602.136.160,3.513.698.822.133.420,"0,00%"
225,Course_225,Technology,62,2956,584.945.092.858.871,edX,11.675.321.882.500.700,31.547.479.187.540.400,"0,00%"
226,Course_226,Technology,44,3173,985.438.382.334.204,Coursera,7.897.511.167.576.780,38.416.136.826.050.900,"0,00%"
227,Course_227,Finance,69,3648,8.144.352.271.353.250,Udemy,50.270.787.894.673.300,4.712.423.467.196.440,"0,00%"
228,Course_228,Marketing,49,1993,9.252.685.031.971.090,Udemy,18.875.848.270.878.700,4.165.439.548.821.210,"0,00%"
229,Course_229,Finance,88,4481,7.037.228.903.221.810,Coursera,17.021.467.738.305.100,37.973.937.791.429.300,"0,00%"
230,Course_230,Finance,35,929,7.326.744.006.702.400,Udemy,14.178.994.749.128.700,478.932.799.472.751,"0,00%"
231,Course_231,Business,10,1574,5.715.210.797.937.810,LinkedIn Learning,24.397.378.230.246.400,30.280.770.763.987.500,"0,00%"
232,Course_232,Design,39,2019,9.714.954.741.773.020,Coursera,11.870.365.665.145.600,4.449.817.511.692.190,"0,00%"
233,Course_233,Technology,67,457,6.575.170.797.259.990,LinkedIn Learning,28.174.968.681.765.700,31.669.863.737.218.200,"0,00%"
234,Course_234,Marketing,36,343,7.510.860.823.528.100,Coursera,1.285.763.625.579.720,4.806.117.440.998.980,"0,00%"
235,Course_235,Finance,87,420,7.387.313.734.557.750,edX,6.801.926.700.255.040,3.751.151.257.500.690,"0,00%"
236,Course_236,Technology,69,1722,9.555.559.403.190.930,Coursera,5.925.043.315.049.940,4.321.666.839.127.870,"0,00%"
237,Course_237,Design,20,1279,8.477.399.788.393.600,edX,8.684.750.849.163.460,4.452.797.033.217.810,"0,00%"
238,Course_238,Technology,100,2781,9.019.463.477.725.430,Udemy,12.738.607.268.012.000,36.716.049.687.920.400,"0,00%"
239,Course_239,Programming,98,1321,9.776.619.039.661.980,edX,16.711.947.715.677.400,32.860.094.073.374.800,"0,00%"
240,Course_240,Programming,83,1159,6.781.727.968.823.500,edX,18.907.144.142.310.100,38.391.084.521.491.200,"0,00%"
241,Course_241,Business,29,2739,60.648.814.692.732,Udemy,19.334.549.487.319.000,38.073.505.117.851.800,"0,00%"
242,Course_242,Programming,91,2243,958.263.839.823.871,Udemy,11.463.821.209.913.500,4.585.452.156.383.650,"0,00%"
243,Course_243,Programming,37,302,5.602.604.101.156.480,edX,1.968.890.948.542.670,4.295.987.205.311.270,"0,00%"
244,Course_244,Technology,59,2748,9.251.979.411.379.830,Udemy,7.786.969.612.281.650,4.022.853.553.798.930,"0,00%"
245,Course_245,Programming,34,2009,766.700.318.024.303,Coursera,16.047.411.988.786.800,4.631.831.817.662.590,"0,00%"
246,Course_246,Technology,36,2713,6.034.097.868.556.780,edX,10.119.252.291.726.400,3.344.203.917.700.620,"0,00%"
247,Course_247,Design,61,1375,8.451.407.343.142.210,edX,7.339.742.227.121.330,3.238.712.745.320.890,"0,00%"
248,Course_248,Data Science,36,248,8.166.399.588.649.060,Coursera,1.838.515.679.518.320,4.682.114.185.112.770,"0,00%"
249,Course_249,Data Science,21,2758,9.270.473.962.133.870,LinkedIn Learning,5.945.168.283.636.450,3.680.803.879.056.850,"0,00%"
250,Course_250,Data Science,41,4862,5.509.190.964.942.550,Udemy,15.769.168.286.714.700,30.621.542.235.985.200,"0,00%"
251,Course_251,Marketing,68,1427,9.581.930.477.443.870,edX,1.014.750.348.882.940,39.084.794.320.070.300,"0,00%"
252,Course_252,Business,97,4358,9.421.554.341.849.930,Coursera,5.817.137.108.563.260,4.157.656.713.222.300,"0,00%"
253,Course_253,Business,48,3335,747.801.463.778.741,Udemy,380.338.681.870.399,3.242.446.793.353.480,"0,00%"
254,Course_254,Technology,76,119,6.417.675.480.974.800,Coursera,17.536.310.135.099.500,4.276.216.208.020.580,"0,00%"
255,Course_255,Business,94,1604,55.139.441.847.765.300,Coursera,1.087.224.151.490.840,4.754.921.485.846.530,"0,00%"
256,Course_256,Programming,77,3044,5.018.234.088.591.540,Udemy,11.237.526.721.563.300,39.711.475.605.921.600,"0,00%"
257,Course_257,Data Science,53,3793,9.765.988.547.735.840,Coursera,61.125.686.593.774.800,31.898.301.270.881.200,"0,00%"
258,Course_258,Design,62,1326,9.613.912.456.726.180,edX,6.278.236.676.787.600,3.103.576.611.597.930,"0,00%"
259,Course_259,Programming,21,388,5.074.353.241.280.760,edX,8.314.081.282.079.010,33.355.860.430.915.800,"0,00%"
260,Course_260,Finance,42,4054,7.008.861.501.905.540,Udemy,11.974.512.014.182.600,37.270.084.281.521.900,"0,00%"
261,Course_261,Office Tools,83,2660,57.661.412.112.134.100,LinkedIn Learning,8.561.936.982.508.830,38.137.077.960.490.500,"0,00%"
262,Course_262,Technology,16,1627,743.643.294.035.572,Coursera,13.570.266.295.396.300,3.679.956.829.245.570,"0,00%"
263,Course_263,Office Tools,79,3294,6.910.298.417.198.700,Udemy,1.891.490.324.253.150,3.746.247.002.812.280,"0,00%"
264,Course_264,Data Science,35,3410,8.631.407.691.372.110,edX,18.393.948.436.780.600,38.797.536.569.751.900,"0,00%"
265,Course_265,Technology,83,4696,736.917.119.799.723,Udemy,15.064.077.858.093.000,3.008.499.458.051.430,"0,00%"
266,Course_266,Design,91,4473,59.179.639.317.572.300,Coursera,10.067.049.715.056.800,3.263.908.828.993.900,"0,00%"
267,Course_267,Design,100,2943,6.263.805.836.561.060,Udemy,16.554.697.276.997.700,43.217.547.935.552.200,"0,00%"
268,Course_268,Office Tools,55,143,8.377.320.421.403.860,Coursera,1.894.621.156.351.320,45.947.475.250.299,"0,00%"
269,Course_269,Programming,17,3238,6.467.135.068.882.390,Coursera,3.719.100.804.653.970,3.380.958.827.149.520,"0,00%"
270,Course_270,Business,24,3757,8.758.899.695.705.260,Coursera,14.690.053.438.866.600,35.786.583.912.731.500,"0,00%"
271,Course_271,Technology,21,4298,58.359.661.901.197.700,Udemy,17.629.895.353.304.200,4.937.075.851.306.410,"0,00%"
272,Course_272,Office Tools,93,1165,5.809.550.800.410.090,LinkedIn Learning,1.991.979.760.747.980,4.832.624.515.518.790,"0,00%"
273,Course_273,Data Science,94,1884,9.270.007.395.194.120,edX,19.577.831.869.019.200,4.907.785.919.343.310,"0,00%"
274,Course_274,Finance,85,2105,9.291.778.661.692.720,Coursera,7.993.507.330.542.420,32.711.253.095.325.500,"0,00%"
275,Course_275,Programming,67,2739,6.603.244.508.479.560,Udemy,1.211.337.341.698.420,3.213.796.580.565.780,"0,00%"
276,Course_276,Office Tools,53,4828,5.864.180.091.319.400,edX,12.461.259.932.118.600,4.073.956.799.918.060,"0,00%"
277,Course_277,Design,37,2506,7.751.169.088.535.650,Udemy,14.639.609.641.247.200,33.033.113.233.512.500,"0,00%"
278,Course_278,Design,91,4995,7.036.823.031.030.040,edX,7.476.935.458.325.270,30.246.212.183.568.400,"0,00%"
279,Course_279,Business,19,3860,8.127.019.272.954.310,Coursera,1.971.730.012.177.840,36.495.072.835.313.600,"0,00%"
280,Course_280,Technology,29,2559,63.784.219.218.987.100,edX,17.146.002.661.385.300,3.815.660.410.165.380,"0,00%"
281,Course_281,AI,45,3541,61.410.866.655.884.000,Udemy,189.391.309.085.095,38.735.814.450.230.000,"0,00%"
282,Course_282,Data Science,49,197,6.199.404.828.253.890,Udemy,15.852.949.590.777.000,30.806.807.637.530.100,"0,00%"
283,Course_283,Business,97,792,7.358.154.245.546.750,Udemy,18.991.592.842.325.300,3.340.072.287.424.470,"0,00%"
284,Course_284,Office Tools,22,4289,50.182.206.035.965,Coursera,12.365.073.614.599.500,4.506.638.071.977.380,"0,00%"
285,Course_285,Data Science,97,324,6.039.772.820.635.850,Coursera,5.633.078.631.751.030,3.838.128.698.978.180,"0,00%"
286,Course_286,Data Science,98,3497,53.807.331.400.006.500,Udemy,19.400.036.253.332.000,3.416.528.445.550.380,"0,00%"
287,Course_287,Finance,93,2716,9.953.631.054.858.500,edX,19.590.620.369.399.900,4.929.475.706.564.260,"0,00%"
288,Course_288,Programming,98,396,8.349.380.495.193.660,edX,10.370.568.059.811.700,3.179.412.533.353.420,"0,00%"
289,Course_289,AI,93,2131,7.314.169.800.685.570,Coursera,17.583.421.924.430.000,3.879.222.675.364.170,"0,00%"
290,Course_290,Marketing,31,2406,7.995.843.765.513.630,edX,16.880.263.801.930.600,4.714.917.713.441.840,"0,00%"
291,Course_291,Data Science,28,384,6.236.464.728.232.590,Udemy,28.157.697.185.166.300,4.076.071.868.253.790,"0,00%"
292,Course_292,Technology,66,3555,931.023.859.892.245,edX,1.651.419.979.225.820,3.331.132.563.862.900,"0,00%"
293,Course_293,Office Tools,79,4685,62.536.177.514.610.400,Coursera,1.299.543.896.022.780,33.534.806.012.848.800,"0,00%"
294,Course_294,Data Science,14,1922,8.599.008.081.700.520,edX,7.173.503.895.914.770,3.823.333.285.332.140,"0,00%"
295,Course_295,Data Science,21,4695,843.125.375.579.462,Udemy,18.019.919.841.499.700,4.049.899.887.742.680,"0,00%"
296,Course_296,Marketing,55,4619,6.791.859.145.681.460,LinkedIn Learning,19.037.963.382.041.300,3.794.089.541.651.730,"0,00%"
297,Course_297,AI,85,3552,7.177.025.287.006.510,LinkedIn Learning,8.335.760.888.499.560,4.030.892.006.902.640,"0,00%"
298,Course_298,Data Science,29,504,7.278.060.150.427.340,edX,11.208.810.017.291.300,31.108.315.168.787.500,"0,00%"
299,Course_299,Programming,98,1855,975.925.367.353.738,Coursera,13.041.484.467.307.600,3.490.378.165.187.190,"0,00%"
300,Course_300,Programming,10,264,6.569.144.419.074.220,LinkedIn Learning,7.956.748.342.433.840,4.609.533.759.421.440,"0,00%"
301,Course_301,Marketing,59,1845,822.613.212.988.293,edX,9.009.739.358.356.490,32.347.865.634.086.900,"0,00%"
302,Course_302,Design,77,2588,8.084.777.946.196.510,Coursera,18.284.114.972.263.900,36.281.149.993.885.900,"0,00%"
303,Course_303,Technology,90,1203,7.730.372.363.817.220,Udemy,16.340.035.743.249.600,4.123.836.692.998.500,"0,00%"
304,Course_304,Marketing,39,664,8.033.952.646.258.160,Coursera,28.394.019.883.178.900,4.238.690.580.533.220,"0,00%"
305,Course_305,Office Tools,36,1950,7.575.293.587.145.480,LinkedIn Learning,4.916.526.524.789.640,4.802.050.056.479.330,"0,00%"
306,Course_306,Design,44,4089,8.753.268.944.639.290,LinkedIn Learning,12.394.812.169.200.300,4.427.607.963.797.480,"0,00%"
307,Course_307,Marketing,85,607,7.654.027.947.996.070,LinkedIn Learning,1.255.892.191.295.370,4.092.794.228.304.070,"0,00%"
308,Course_308,Technology,91,4224,8.444.949.643.303.510,Coursera,6.612.925.329.019.090,4.198.674.586.071.840,"0,00%"
309,Course_309,Business,84,4181,56.530.286.049.698.000,edX,15.780.470.468.765.800,4.075.556.963.863.730,"0,00%"
310,Course_310,Technology,15,828,57.329.313.003.302.400,Udemy,1.826.573.695.662.900,31.282.285.552.470.700,"0,00%"
311,Course_311,Marketing,44,2507,913.873.241.741.862,LinkedIn Learning,88.797.228.803.366,3.761.038.383.978.110,"0,00%"
312,Course_312,Programming,30,2507,7.990.223.996.448.760,Coursera,17.139.869.721.629.700,4.313.007.212.677.820,"0,00%"
313,Course_313,Programming,99,3426,5.234.624.992.451.210,Udemy,15.202.725.319.928.300,3.293.977.105.910.350,"0,00%"
314,Course_314,Business,16,3167,8.633.131.056.699.550,edX,17.659.758.581.837.100,3.754.353.489.426.200,"0,00%"
315,Course_315,Business,53,2770,8.565.678.415.043.260,LinkedIn Learning,380.803.783.224.688,4.488.165.370.562.240,"0,00%"
316,Course_316,Technology,46,3582,60.484.606.947.790.100,Udemy,11.720.899.630.746.600,4.604.358.050.056.660,"0,00%"
317,Course_317,AI,18,2750,9.719.837.091.719.530,LinkedIn Learning,15.201.967.698.971.800,3.727.899.005.707.820,"0,00%"
318,Course_318,Technology,89,3600,9.626.501.067.071.090,LinkedIn Learning,128.052.887.792.616,4.741.218.399.013.720,"0,00%"
319,Course_319,Data Science,17,3248,9.451.810.118.597.450,Udemy,9.277.214.100.938.600,491.899.377.216.579,"0,00%"
320,Course_320,Marketing,87,4148,8.600.439.619.986.700,Coursera,6.848.622.700.752.180,4.577.326.017.236.990,"0,00%"
321,Course_321,Business,53,4100,8.712.680.842.789.930,edX,5.244.124.146.432.860,483.031.535.418.362,"0,00%"
322,Course_322,Business,12,4264,672.036.275.215.762,Udemy,8.996.083.053.810.900,4.294.399.196.514.070,"0,00%"
323,Course_323,Office Tools,56,1372,652.977.714.927.686,Coursera,6.567.409.663.871.790,39.129.803.372.732.800,"0,00%"
324,Course_324,Data Science,68,4401,58.748.206.988.608.200,edX,12.283.342.324.985.400,34.689.641.178.182.300,"0,00%"
325,Course_325,Finance,100,3861,5.445.315.317.136.360,Udemy,55.056.783.708.964.400,4.784.963.750.855.130,"0,00%"
326,Course_326,AI,21,4080,890.655.456.255.778,Udemy,11.591.069.962.047.000,4.271.718.038.988.640,"0,00%"
327,Course_327,AI,57,307,6.887.569.424.772.000,edX,17.088.913.680.928.200,4.179.705.212.615.090,"0,00%"
328,Course_328,Marketing,33,4238,5.413.030.296.260.900,LinkedIn Learning,4.220.268.027.968.700,3.278.013.296.328.020,"0,00%"
329,Course_329,Marketing,82,1144,52.495.903.451.233.500,Coursera,145.710.267.993.298,42.903.148.693.924.400,"0,00%"
330,Course_330,Office Tools,97,2034,51.545.439.855.976.100,Coursera,1.336.864.334.927.100,4.626.419.190.876.070,"0,00%"
331,Course_331,Office Tools,65,1605,8.787.443.067.886.260,LinkedIn Learning,12.101.252.600.150.600,3.389.185.728.208.120,"0,00%"
332,Course_332,Data Science,27,4341,7.832.848.042.786.490,edX,1.272.359.676.890.690,37.490.500.715.133.000,"0,00%"
333,Course_333,Office Tools,100,1834,5.385.646.198.524.010,Coursera,11.375.840.611.186.900,32.678.370.283.495.000,"0,00%"
334,Course_334,Business,41,4461,7.595.842.432.585.300,Udemy,4.785.570.824.645.030,3.075.961.611.174.700,"0,00%"
335,Course_335,Technology,25,522,5.861.724.825.730.460,Udemy,4.894.594.652.095.150,33.610.671.908.874.400,"0,00%"
336,Course_336,Business,98,1331,9.201.146.253.435.760,LinkedIn Learning,15.060.320.166.229.600,4.461.083.863.798.310,"0,00%"
337,Course_337,Business,87,1559,5.920.783.143.858.380,LinkedIn Learning,16.366.607.568.079.700,31.267.363.008.809.400,"0,00%"
338,Course_338,Marketing,25,882,789.689.633.056.496,Udemy,9.666.394.551.257.550,4.500.432.667.183.640,"0,00%"
339,Course_339,Technology,48,2523,8.980.073.370.757.960,LinkedIn Learning,1.390.649.366.429.460,4.752.506.764.228.480,"0,00%"
340,Course_340,AI,36,2454,9.999.429.955.041.640,Udemy,1.526.697.821.214.440,39.897.322.936.342.400,"0,00%"
341,Course_341,Marketing,51,4276,52.232.375.885.332.300,LinkedIn Learning,12.941.744.518.651.400,33.996.026.186.015.600,"0,00%"
342,Course_342,Office Tools,15,4092,56.042.875.074.502.500,edX,12.874.615.743.274.900,31.914.084.111.913.200,"0,00%"
343,Course_343,Finance,70,891,7.990.536.891.683.740,edX,12.684.548.112.234.600,31.942.658.876.980.200,"0,00%"
344,Course_344,Technology,15,3588,58.071.161.742.911.600,Coursera,7.432.064.585.380.680,369.914.307.609.835,"0,00%"
345,Course_345,Finance,83,813,52.225.865.761.403.100,LinkedIn Learning,1.445.501.328.015.260,37.256.901.639.074.600,"0,00%"
346,Course_346,Design,45,3224,9.913.960.161.496.810,Coursera,9.624.066.854.485.460,3.061.620.817.901.010,"0,00%"
347,Course_347,Marketing,68,2661,9.887.428.328.520.710,Coursera,1.729.120.238.602.220,4.123.956.211.524.170,"0,00%"
348,Course_348,Technology,16,419,8.970.555.641.670.010,Coursera,10.244.713.636.451.200,3.085.587.827.879.950,"0,00%"
349,Course_349,Design,71,406,7.992.745.725.681.570,edX,16.504.038.077.923.700,411.141.119.991.918,"0,00%"
350,Course_350,Data Science,58,892,9.340.930.964.633.600,Coursera,14.375.554.082.081.700,48.853.558.607.743.700,"0,00%"
351,Course_351,Technology,78,4072,6.764.878.618.464.470,LinkedIn Learning,10.220.283.442.957.800,4.661.559.758.742.530,"0,00%"
352,Course_352,Design,26,3889,7.299.979.724.508.530,Coursera,18.824.447.972.901.700,4.560.844.736.411.660,"0,00%"
353,Course_353,Data Science,81,4331,7.658.670.757.526.020,Udemy,1.827.913.607.039.160,4.954.877.974.457.890,"0,00%"
354,Course_354,Programming,40,3781,8.705.602.769.924.530,Udemy,1.379.872.529.350.910,39.972.137.537.534.000,"0,00%"
355,Course_355,Finance,10,4653,8.460.260.112.334.800,edX,30.920.875.834.230.300,35.681.543.198.996.800,"0,00%"
356,Course_356,Finance,60,1510,7.137.913.684.440.720,LinkedIn Learning,39.210.389.544.759.200,37.714.137.043.712.600,"0,00%"
357,Course_357,Programming,36,1717,9.903.292.622.967.100,Coursera,22.346.164.137.295.800,4.180.956.120.976.390,"0,00%"
358,Course_358,Technology,85,2591,747.159.854.758.399,LinkedIn Learning,12.972.159.110.463.600,35.247.855.695.755.600,"0,00%"
359,Course_359,AI,68,1531,8.835.704.371.939.760,Udemy,17.324.692.878.720.400,30.559.220.158.098.500,"0,00%"
360,Course_360,Design,10,654,5.384.905.848.752.460,edX,6.898.398.024.963.090,33.322.236.829.730.500,"0,00%"
361,Course_361,Data Science,32,134,8.501.668.652.507.650,LinkedIn Learning,9.828.903.292.162.630,430.994.218.222.799,"0,00%"
362,Course_362,Office Tools,12,1692,6.830.824.730.948.590,Udemy,1.420.132.591.089.690,4.852.671.394.871.560,"0,00%"
363,Course_363,Office Tools,99,655,6.524.763.716.951.840,edX,4.388.510.156.599.540,3.310.080.007.186.340,"0,00%"
364,Course_364,Finance,48,4676,8.928.725.676.452.530,Coursera,30.183.541.841.158.500,4.358.036.625.466.190,"0,00%"
365,Course_365,Business,96,1597,8.924.288.958.148.290,edX,1.718.063.575.303.360,37.288.817.752.397.400,"0,00%"
366,Course_366,Office Tools,53,3862,5.995.447.264.390.860,LinkedIn Learning,7.144.380.380.248.570,3.285.888.114.949.770,"0,00%"
367,Course_367,Business,71,3847,5.308.269.913.509.380,LinkedIn Learning,6.764.696.704.399.370,4.554.736.718.136.190,"0,00%"
368,Course_368,Finance,69,2952,8.329.617.373.704.500,Udemy,16.763.085.609.046.300,3.418.181.763.142.750,"0,00%"
369,Course_369,Business,55,1374,8.227.949.781.607.520,LinkedIn Learning,15.806.187.613.258.100,39.292.762.191.649.400,"0,00%"
370,Course_370,AI,42,1878,5.120.489.882.601.820,Udemy,9.416.927.457.849.320,3.796.831.770.070.850,"0,00%"
371,Course_371,AI,67,403,874.379.239.519.597,Udemy,25.747.582.018.211.200,4.496.733.527.569.290,"0,00%"
372,Course_372,Programming,90,4734,9.567.666.680.849.830,Coursera,14.399.149.395.922.900,4.579.092.037.137.270,"0,00%"
373,Course_373,Technology,47,1562,7.979.331.925.263.230,LinkedIn Learning,3.209.941.705.878.820,4.795.042.534.899.470,"0,00%"
374,Course_374,Marketing,60,2350,7.721.522.586.801.040,edX,11.217.583.537.909.800,39.540.373.561.848.700,"0,00%"
375,Course_375,Finance,32,1291,7.739.830.539.091.470,edX,3.959.040.394.914.260,348.985.166.552.784,"0,00%"
376,Course_376,Design,80,436,8.321.828.262.748.860,edX,7.148.418.054.409.210,3.779.251.245.420.530,"0,00%"
377,Course_377,Business,80,2608,7.004.522.855.181.510,LinkedIn Learning,1.485.051.634.479.490,3.679.124.504.110.430,"0,00%"
378,Course_378,Data Science,69,2904,8.231.170.597.364.670,Udemy,12.068.859.189.281.800,31.210.149.042.006.900,"0,00%"
379,Course_379,Office Tools,52,2447,5.885.831.565.525.020,Coursera,17.239.804.140.600.800,35.684.810.932.890.100,"0,00%"
380,Course_380,Office Tools,90,1559,9.095.060.091.958.170,Coursera,17.089.107.786.252.600,4.447.395.976.530.050,"0,00%"
381,Course_381,AI,82,3628,908.692.530.746.874,LinkedIn Learning,7.948.585.057.845.120,4.404.954.417.600.160,"0,00%"
382,Course_382,Finance,41,1615,7.332.087.106.855.520,LinkedIn Learning,4.268.200.765.031.950,3.915.874.895.386.310,"0,00%"
383,Course_383,Programming,18,731,7.942.634.530.647.260,edX,42.837.252.343.806.700,46.384.882.481.997.800,"0,00%"
384,Course_384,AI,15,3941,5.399.416.392.508.230,Coursera,191.158.501.091.099,32.275.206.274.014.100,"0,00%"
385,Course_385,Design,77,406,891.299.339.006.681,edX,12.852.813.847.699.300,3.058.133.824.914.720,"0,00%"
